post_id	date	message	num_likes	num_angry	num_shares
211857482296579_1826486634166981	2020-03-22T18:47:55+0000	"- agora, por videoconferencia, o presidente jair bolsonaro e o presidente do bndes  anunciam medidas para a manutencao de empregos:  . transferencia de r$ 20 bilhoes da conta pis/pasep para o fgts. . refinanciamentos e novas linhas de creditos com recursos na ordem de r$ 35 bilhoes."	129465	112	23151
211857482296579_1826339070848404	2020-03-22T16:30:39+0000	"- as inscricoes para a selecao de 5.800 profissionais para atuacao no programa mais medicos e a renovacao da adesao de municipios foram prorrogadas e vao ate domingo (22/03), as 18h.   .detalhes: https://t.co/gylntpixh4.  ministerio da saude"	52238	43	5703
211857482296579_1826130007535977	2020-03-22T13:37:26+0000	"- estamos no ministerio da saude com o ministro mandetta, em reuniao virtual sobre o covid -19, com prefeitos de capitais do brasil. alinhamento de ideias, explicacoes e troca de experiencias no combate ao coronavirus.  . ministerio da saude . flavio bolsonaro"	97986	65	11818
211857482296579_1825937284221916	2020-03-22T11:07:01+0000	"- o governo federal distribui milhoes de testes rapidos de covid-19 por todo o brasil, a serem aplicados em pontos de facil acesso a populacao. sao aproximadamente 10 milhoes de testes no total. cinco milhoes enviados para todos os estados ainda em marco.  - por meio de parcerias, como anuncios de empresarios que cada dia se colocam mais a disposicao para que juntos possamos minimizar os impactos do covid19, os testes rapidos poderao ser realizados em locais de facil acesso, como farmacias, escolas e postos de drive-thru. as amostras sao coletadas sem que o paciente saia do seu proprio veiculo, uma estrategia adotada com sucesso na coreia do sul."	165539	68	39284
211857482296579_1825422034273441	2020-03-22T02:06:48+0000	"- isso se chama precaucao. o medicamento e barato e caso venha a ser comprovada a eficacia no combate a covid-19, estaremos preparados para atender a todos os brasileiros rapidamente.   - ainda que os testes do medicamento apresentem ineficacia no tratamento especifico ao coronavirus, ele ja e comprovadamente eficaz no combate a outros tipos de doenca, como a malaria, constando, inclusive, no guia de vigilancia epidemiologica atualizado.  - enquanto uns seguem buscando o caos, seguimos buscando solucoes para proteger a nossa nacao!"	162513	509	27236
211857482296579_1825061764309468	2020-03-21T22:22:48+0000	"- reconheco a seriedade do momento e o temor de muitos brasileiros ante a ameaca do coronavirus. o governo segue trabalhando intensamente e tomara todas as medidas possiveis para conter a transmissao do covid-19.  - tambem e meu dever impedir que o panico tome conta do pais, o que complicaria ainda mais a situacao. e com este objetivo, de mostrar que superaremos este obstaculo, que tenho tratado a questao com coragem e tranquilidade. de forma alguma usarei do momento para fazer demagogia.  - de todo modo, as familias que hoje sofrem a perda de seus entes por conta desta epidemia, a minha solidariedade. essas perdas tambem sao nossas, afinal, somos todos uma grande familia. dou-lhes a certeza de que lutarei com todas as minhas forcas para proteger a nossa nacao.  - peco a deus que nos de cada vez mais sabedoria para enfrentarmos essa tempestade. peco a todos que sigam as recomendacoes de saude com muita serenidade, e que nao percam a fe em deus e em nosso amado brasil. tenho certeza que venceremos esta batalha brevemente!"	305358	1267	40794
211857482296579_1824728371009474	2020-03-21T18:36:01+0000	"- hospital albert einstein e a possivel cura dos pacientes com o covid-19.  . link no youtube: https://youtu.be/briz0kfev4o"	215237	431	201803
211857482296579_1824261207722857	2020-03-21T11:33:30+0000	"- dois dedos de prosa com ratinho. - assista:  . link no youtube: https://youtu.be/ivlqxxtkp3m"	106117	624	33971
211857482296579_1823872341095077	2020-03-21T02:37:00+0000	"- assinei medida provisoria deixando claro ser de competencia federal, observando criterios tecnicos e responsaveis, a definicao sobre fechamento, ou nao, de aeroportos e rodovias/estradas federais."	112873	1121	9174
211857482296579_1823743497774628	2020-03-21T00:16:41+0000	"via eduardo bolsonaro"	79762	160	8150
211857482296579_1823657957783182	2020-03-20T22:45:20+0000	"ministro tarcisio: barreiras de estados colocam em risco o transporte de itens basicos e medicos / acoes atualizadas do governo em combate ao coronavirus:  - liberacao de r$450mi p/que instituicoes de ensino possam comprar alcool em gel e produtos de higiene. - suspensao de visitas nos presidios federais. - recursos financeiros a unidades de saude das cidades de todo brasil que ampliarem funcionamento. - substituicao de aulas presenciais por aulas a distancia. - restricao a entrada de estrangeiros por fronteiras do pais.  - projeto de simplificacao temporaria de regras trabalhistas. - trabalhador e empregador poderao celebrar acordos individuais, respeitados os limites da constituicao. - auxilio emergencial de r$15bi p/trabalhadores informais.  - r$5bi p/pequenas e microempresas. - facilitacao e renegociacao de creditos. - desburocratizacao p/importacao de insumos e materia-prima. - prorrogacao do prazo de pagamento do fgts, injetando r$ 30bi na economia.  - adiamento do pagamento do simples nacional, c/economia de r$ 22,2bi p/pequenas e medias empresas.  - reducao de 50% nas contribuicoes p/o sistema s, beneficiando empregadores.  - +5 mil medicos p/reforco no combate ao virus. - instalacao de mais 2 mil leitos no brasil p/atendimento a pacientes. - distribuicao de 30 mil kits p/diagnostico do coronavirus. - r$432mi p/os estados.  - repasse de r$4,5bi do fundo do dpvat p/combate ao coronavirus.  - antecipacao de parcela do 13deg de aposentados e pensionistas. - suspensao da prova de vida por 120 dias, s/interrupcao dos pagamentos -inss. - antecipacao do abono salarial p/junho, injetando r$12,8bi na economia. - inclusao de mais 1 milhao de pessoas no bolsa familia, c/liberacao de r$3,1bi. - r$5bi p/pequenas e microempresas.  - criacao do comite de crise p/supervisao e monitoramento dos impactos do covid-19. - criacao do comite de especialistas rede virus, p/promover pesquisas relacionadas ao coronavirus. - liberacao de r$147bi p/reduzir os efeitos do coronavirus, sendo: .r$83,4bi p/a populacao mais vulneravel; .r$59,4bi p/manutencao de empregos; .r$5bi no combate a pandemia.  - mais medidas em estudo pelo grupo interministerial.  . link no youtube: https://youtu.be/llzexpnkpqs"	36696	55	8900
211857482296579_1823512861131025	2020-03-20T20:20:22+0000	"coletiva ao vivo"	34117	116	3614
211857482296579_1823438294471815	2020-03-20T18:55:59+0000	"https://www.facebook.com/tvbrasilgov/videos/143808610326621/"	15700	55	2073
211857482296579_1823387084476936	2020-03-20T18:07:20+0000	"https://m.facebook.com/story.php?story_fbid=208245787117211&id=133851273405916"	16806	30	2306
211857482296579_1823236217825356	2020-03-20T15:32:31+0000	"- o setor sucroenergetico doara alcool para a fabricacao de gel e solucao de alcool 70 para assepsia de estabelecimentos da rede publica de saude. acao conjunta do ministerio da agricultura, pecuaria e abastecimento, uniao da industria de cana-de-acucar (unica), ministerio da saude e anvisa .  . mais boas noticias anunciadas em breve.  . ministerio da agricultura, pecuaria e abastecimento . ministerio da saude . anvisa  . link no youtube: https://youtu.be/m3l7sy6ozw0"	36271	17	7882
